SYMBOL, SERIES, DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY, DELIV_PER
BHAGYANGR, EQ, 18-Sep-2019,20.15,19.65,20.65,19.6,20,20.05,20.03,2291,0.46,26,2206,96.29
BHAGYAPROP, EQ, 18-Sep-2019,20.85,21,21.15,21,21,21,21.05,4937,1.04,13,4937,100
BHANDARI, EQ, 18-Sep-2019,1.3,1.3,1.35,1.25,1.25,1.25,1.27,66344,0.84,52,45438,68.49
BHARATFORG, EQ, 18-Sep-2019,396.4,394.95,404.65,386,399.65,400.15,396.21,1911376,7573,44339,378862,19.82
BHARATGEAR, EQ, 18-Sep-2019,70.1,72,72.8,68.1,68.65,68.8,70.13,12101,8.49,246,4994,41.27
BHARATRAS, EQ, 18-Sep-2019,5388.55,5405,5500,5300,5301,5310.1,5356.4,1011,54.15,372,621,61.42
BHARATWIRE, EQ, 18-Sep-2019,28.1,28.05,29.45,26.5,29,29,28.21,10973,3.1,237,3251,29.63
BHARTIARTL, EQ, 18-Sep-2019,339.85,341.6,344.15,334.6,336.1,335.6,336.72,7490889,25223.14,60821,4219358,56.33
BHEL, EQ, 18-Sep-2019,48.75,49,49.4,48.4,48.5,48.65,48.84,8058186,3936.02,23775,1890391,23.46
BIGBLOC, EQ, 18-Sep-2019,25.25,24.65,27.45,24.65,24.7,25.45,24.88,114,0.03,12,107,93.86
BIL, EQ, 18-Sep-2019,209.95,201,217,201,214.95,208.6,205.26,696,1.43,78,491,70.55
BILENERGY, BE, 18-Sep-2019,1.3,1.25,1.35,1.25,1.3,1.3,1.3,133050,1.74,124, -, -
BINANIIND, EQ, 18-Sep-2019,12.75,12.65,13.35,12.6,13.15,13.1,13.14,22548,2.96,77,11158,49.49
BINDALAGRO, EQ, 18-Sep-2019,11.7,12,12.5,11.15,11.6,11.7,11.68,19275,2.25,188,10393,53.92
BIOCON, EQ, 18-Sep-2019,228.05,230.5,230.5,225.55,227.6,227.85,228.4,2470092,5641.66,20743,961997,38.95
BIOFILCHEM, BE, 18-Sep-2019,4.85,4.85,4.85,4.65,4.85,4.85,4.85,833,0.04,12, -, -
BIRLACABLE, EQ, 18-Sep-2019,52.5,53,54.75,51.9,53.1,53.15,53.15,53038,28.19,925,27054,51.01
BIRLACORPN, EQ, 18-Sep-2019,569.35,572.8,575,555.05,560.05,563.9,565.66,35392,200.2,2413,16733,47.28
BIRLAMONEY, EQ, 18-Sep-2019,38.75,38.2,40.7,38.2,39.4,39,39.46,58097,22.92,476,26196,45.09
BKMINDST, EQ, 18-Sep-2019,0.9,0.85,0.95,0.85,0.85,0.85,0.85,334994,2.86,100,323994,96.72
BLBLIMITED, EQ, 18-Sep-2019,3.4,3.4,3.55,3.35,3.35,3.35,3.51,250,0.01,8,250,100
BLISSGVS, EQ, 18-Sep-2019,108.3,108.75,109.5,107.85,108.4,108.25,108.34,83372,90.33,844,40056,48.04
BLKASHYAP, EQ, 18-Sep-2019,10.95,11.3,11.45,11.05,11.45,11.45,11.36,126301,14.35,141,106529,84.35
BLS, EQ, 18-Sep-2019,84.35,84.2,85.7,83.3,83.75,83.9,84.2,15253,12.84,592,8664,56.8
BLUEBLENDS, BE, 18-Sep-2019,1.4,1.4,1.4,1.4,1.4,1.4,1.4,20,0,1, -, -
BLUECOAST, BE, 18-Sep-2019,2.75,2.85,2.85,2.65,2.65,2.65,2.7,256,0.01,7, -, -
BLUEDART, EQ, 18-Sep-2019,2234.7,2275,2275,2208,2215.7,2216,2234.28,1565,34.97,356,1048,66.96
BLUESTARCO, EQ, 18-Sep-2019,718.4,722.3,736.9,712.6,729.6,720.7,726.63,25336,184.1,3954,11257,44.43
BODALCHEM, EQ, 18-Sep-2019,76.65,77.85,78.75,76.2,77.25,77.4,77.26,83623,64.61,1359,42810,51.19
BOMDYEING, EQ, 18-Sep-2019,86.2,86.9,88.3,85.5,85.95,86.1,86.67,1606761,1392.51,10726,367882,22.9
BOROSIL, EQ, 18-Sep-2019,171.5,172,180.8,172,176.3,176.1,176.83,134009,236.97,3445,48446,36.15
BOSCHLTD, EQ, 18-Sep-2019,13668.85,13750,13846.95,13520,13649,13615.75,13638.1,15960,2176.64,5733,3520,22.06
BPCL, EQ, 18-Sep-2019,368.75,379.7,388.75,369.05,382,382.1,379.87,24128252,91656.08,207195,3056297,12.67
BPL, EQ, 18-Sep-2019,20,20.2,24,20.2,21.75,21.9,22.78,555272,126.51,3188,172524,31.07
BRFL, EQ, 18-Sep-2019,6.3,6.3,6.55,6.05,6.5,6.45,6.35,35517,2.26,138,19019,53.55
BRIGADE, EQ, 18-Sep-2019,192.55,193.35,194.25,187.9,192,191.1,189.5,59903,113.52,4352,31718,52.95
BRIGHT, SM, 18-Sep-2019,7.25,7.25,7.25,7,7,7,7.06,24000,1.7,3,24000,100
BRITANNIA, EQ, 18-Sep-2019,2692.45,2668.7,2668.7,2588.2,2614.9,2613.85,2613.02,832018,21740.76,52446,237519,28.55
BRNL, EQ, 18-Sep-2019,72.6,72.55,78,72.5,74.5,73.6,73.17,53500,39.15,1615,42265,79
BROOKS, EQ, 18-Sep-2019,38.4,39,39.45,37.65,38,37.95,38.25,13593,5.2,291,8346,61.4
BSE, EQ, 18-Sep-2019,545.55,545,553.25,543.2,547.25,548.9,549.92,33105,182.05,2122,17091,51.63
BSELINFRA, BE, 18-Sep-2019,1.05,1.05,1.1,1.05,1.1,1.1,1.1,29346,0.32,23, -, -
BSHSL, SM, 18-Sep-2019,129.4,122.2,122.4,122.2,122.4,122.4,122.3,2000,2.45,2,2000,100
BSL, EQ, 18-Sep-2019,32.05,33,33,31.6,31.7,32,32.16,1648,0.53,59,477,28.94
BSLGOLDETF, EQ, 18-Sep-2019,3461.1,3497.95,3497.95,3445.1,3445.1,3445.1,3460.57,43,1.49,10,36,83.72
BSLNIFTY, EQ, 18-Sep-2019,118.06,117.98,118.1,117.62,117.62,117.84,117.86,45,0.05,6,31,68.89
BSOFT, EQ, 18-Sep-2019,66.95,67.8,68.1,65.75,67.05,67,67.01,699615,468.79,4411,205630,29.39
BURNPUR, BE, 18-Sep-2019,1.55,1.6,1.6,1.5,1.55,1.55,1.57,17095,0.27,41, -, -
BUTTERFLY, EQ, 18-Sep-2019,156.95,156.95,161.7,156.8,157.1,158.1,158.39,7662,12.14,361,3652,47.66
BVCL, BE, 18-Sep-2019,13.9,13.9,14.55,13.9,14.55,14.55,13.92,27,0,2, -, -
BYKE, EQ, 18-Sep-2019,22.9,22.9,24.3,22.35,23.15,22.95,23.28,42986,10.01,419,35232,81.96
CADILAHC, EQ, 18-Sep-2019,238.95,240,242.3,236.05,241.2,241.25,240.05,842491,2022.41,12918,264208,31.36
CALSOFT, EQ, 18-Sep-2019,13.25,13,13.75,13,13.55,13.4,13.31,62523,8.32,310,35558,56.87
CAMLINFINE, EQ, 18-Sep-2019,61.1,61.25,62.45,59.7,61,60.75,60.81,88585,53.87,758,60258,68.02
CANBK, EQ, 18-Sep-2019,194.05,195.65,199.9,194.3,195.75,195.95,197.28,7299908,14401.35,41116,490088,6.71
CANDC, BZ, 18-Sep-2019,3.45,3.6,3.6,3.6,3.6,3.6,3.6,97,0,3, -, -
CANFINHOME, EQ, 18-Sep-2019,396.05,399.6,400.2,378.25,382.4,382.35,389.24,154697,602.15,6655,69166,44.71
CANTABIL, EQ, 18-Sep-2019,208.25,211.4,229.8,208.55,224.85,220.85,213.41,12085,25.79,483,3836,31.74
CAPACITE, EQ, 18-Sep-2019,213.2,214.95,219.4,212.55,215,215.4,215.5,40278,86.8,1345,21489,53.35
CAPLIPOINT, EQ, 18-Sep-2019,423.5,423.5,431,420.15,424,425.75,425.62,8950,38.09,594,5057,56.5
CAPTRUST, BE, 18-Sep-2019,124.65,130,130.85,120.1,130.85,130.85,130.27,1785,2.33,35, -, -
CARBORUNIV, EQ, 18-Sep-2019,286.85,287.3,293,287.3,291.2,290.85,290.89,10874,31.63,231,7971,73.3
CAREERP, EQ, 18-Sep-2019,96.2,96.5,111.8,96.5,99.85,102.25,105.35,292895,308.57,4085,128237,43.78
CARERATING, EQ, 18-Sep-2019,527.15,530.4,534,519,525,525.6,524.54,31588,165.69,2031,21869,69.23
CASTEXTECH, EQ, 18-Sep-2019,0.55,0.5,0.55,0.5,0.55,0.5,0.5,119353,0.6,105,107839,90.35
CASTROLIND, EQ, 18-Sep-2019,125,125.15,126.25,124.2,125,125.3,125.07,585267,731.97,5351,181970,31.09
CCHHL, EQ, 18-Sep-2019,4.2,4.35,4.35,4,4.15,4.1,4.07,20780,0.85,41,15184,73.07
CCL, EQ, 18-Sep-2019,243.85,245,247.8,243.1,246,245,245.07,14071,34.48,588,9741,69.23
CDSL, EQ, 18-Sep-2019,205.05,205.55,208.5,198.25,199.5,199.45,201.81,233114,470.44,2723,179347,76.94
CEATLTD, EQ, 18-Sep-2019,893.3,895.55,914.85,886.1,912,910.85,903.91,122368,1106.1,6393,17537,14.33
CEBBCO, EQ, 18-Sep-2019,14.8,14.8,15.2,14.35,14.65,14.5,14.76,31528,4.65,174,19030,60.36
CELEBRITY, EQ, 18-Sep-2019,6.9,6.8,7.2,6.8,7.2,7,6.92,2562,0.18,21,1360,53.08
CELESTIAL, BE, 18-Sep-2019,3.7,3.55,3.85,3.55,3.85,3.85,3.78,25416,0.96,30, -, -
CENTENKA, EQ, 18-Sep-2019,183,183.15,183.15,176.15,179.25,180.8,180.61,6635,11.98,489,3777,56.93
CENTEXT, EQ, 18-Sep-2019,3,2.85,3,2.85,3,2.95,2.97,38898,1.16,72,27392,70.42
CENTRALBK, EQ, 18-Sep-2019,19.75,19.65,19.95,19.55,19.8,19.7,19.73,189486,37.39,985,78378,41.36
CENTRUM, EQ, 18-Sep-2019,24.55,24.75,25.75,24,24.7,24.6,24.95,1790975,446.86,1674,1624300,90.69
CENTUM, EQ, 18-Sep-2019,412.15,424,425,407.5,410.05,410.5,412.64,2531,10.44,442,1588,62.74
CENTURYPLY, EQ, 18-Sep-2019,143.2,145,146.85,138.1,138.35,139,140.18,166495,233.39,10857,108589,65.22
CENTURYTEX, EQ, 18-Sep-2019,903.35,907.35,914.3,896.45,906.6,906.75,905.68,362428,3282.44,17128,68315,18.85
CERA, EQ, 18-Sep-2019,2549.75,2549,2585,2520.05,2575.95,2573.6,2549.39,23048,587.58,600,21945,95.21
CEREBRAINT, EQ, 18-Sep-2019,25,25.05,25.5,24.6,24.6,24.75,24.89,949854,236.42,407,497487,52.38
CES1RPG, MF, 18-Sep-2019,9.44,9.31,9.4,9.31,9.4,9.4,9.35,13260,1.24,9,13260,100
CESC, EQ, 18-Sep-2019,814.6,819.65,824.95,803.1,814,814.7,812.58,529736,4304.55,22112,124269,23.46
CESCVENT, EQ, 18-Sep-2019,388.55,395,395,372.25,388,379.1,378.84,23559,89.25,650,15860,67.32
CGCL, EQ, 18-Sep-2019,177,184.85,184.85,174.55,178.25,178.6,177.78,318153,565.61,5110,58020,18.24
CGPOWER, EQ, 18-Sep-2019,15.65,15.6,15.9,14.9,14.9,15,15.29,5029472,769.12,8503,2923051,58.12
CHALET, EQ, 18-Sep-2019,324.85,347.5,350,316.35,321.1,323.55,332.18,14556,48.35,1522,4166,28.62
CHAMBLFERT, EQ, 18-Sep-2019,154.1,158,158,154.1,156,156,155.91,189445,295.36,3770,134820,71.17
CHEMFAB, EQ, 18-Sep-2019,175.8,175.9,184.7,175,180,177.15,179.19,643,1.15,102,442,68.74
CHENNPETRO, EQ, 18-Sep-2019,184.95,187.7,189.8,182.2,182.55,183.45,185.61,108100,200.64,2347,31086,28.76
CHOLAFIN, EQ, 18-Sep-2019,265.25,266.6,269.1,263.8,266.55,267.45,266.98,1180090,3150.64,11237,821841,69.64
CHOLAHLDNG, EQ, 18-Sep-2019,430.35,432,436.1,427.9,431.5,433.05,431.46,73468,316.99,2031,64421,87.69
CIGNITITEC, EQ, 18-Sep-2019,302.2,309,309,296,300,299.55,301.25,14198,42.77,189,13093,92.22
CIMMCO, EQ, 18-Sep-2019,22,22.15,22.8,21.7,21.7,21.85,22.1,3171,0.7,82,2334,73.6
CINELINE, EQ, 18-Sep-2019,34.75,36.7,37.75,35.5,35.55,36,36.5,61737,22.54,883,9692,15.7
CINEVISTA, EQ, 18-Sep-2019,8.05,8.4,8.45,8.2,8.45,8.45,8.4,12225,1.03,60,10889,89.07
CIPLA, EQ, 18-Sep-2019,460.65,461.4,462.8,454.35,458.7,458.65,457.69,1656705,7582.49,33826,586959,35.43
CKFSL, EQ, 18-Sep-2019,0.7,0.75,0.75,0.7,0.75,0.75,0.74,117132,0.87,84,117128,100
CKPLEISURE, SM, 18-Sep-2019,4.95,4.9,4.95,4.9,4.9,4.9,4.92,208000,10.24,34,208000,100
CKPPRODUCT, SM, 18-Sep-2019,27.3,26.1,26.1,25.95,25.95,25.95,25.98,15000,3.9,5,12000,80
CLEDUCATE, EQ, 18-Sep-2019,84.9,84,85,78.6,81.05,80.55,83.69,17274,14.46,262,14053,81.35
CLNINDIA, EQ, 18-Sep-2019,296.95,298.45,299.7,295.35,299,298.5,296.84,6369,18.91,305,4964,77.94
CMICABLES, EQ, 18-Sep-2019,67.6,68.45,69.05,61.1,66.5,66.6,65.62,24059,15.79,636,14592,60.65
CMMIPL, SM, 18-Sep-2019,3.95,4.1,4.1,4.1,4.1,4.1,4.1,9000,0.37,3,9000,100
CNOVAPETRO, EQ, 18-Sep-2019,8.8,8.2,9.9,8.2,9,9,9.39,730,0.07,23,437,59.86
COALINDIA, EQ, 18-Sep-2019,197.6,198.45,199.2,191.75,192.45,192.35,194.04,5488038,10649.05,60204,1320693,24.06
COCHINSHIP, EQ, 18-Sep-2019,348.95,348.95,352.5,348.8,349.65,349.45,350.04,152785,534.8,1708,143251,93.76
COFFEEDAY, EQ, 18-Sep-2019,72.75,74.15,76.35,71.2,73,72.2,74.56,1333713,994.41,7828,619388,46.44
COLPAL, EQ, 18-Sep-2019,1306.8,1327.85,1327.85,1307.7,1314.25,1317.4,1316,388640,5114.5,26155,132393,34.07
COMPINFO, EQ, 18-Sep-2019,10.25,10.95,10.95,9.85,9.9,9.9,10.08,146020,14.71,428,60379,41.35
COMPUSOFT, EQ, 18-Sep-2019,8.75,8.9,9.35,8.7,9.2,9,8.93,20287,1.81,64,3532,17.41
CONCOR, EQ, 18-Sep-2019,520.55,522.45,530.65,521.2,527.8,525.8,526.35,385956,2031.49,25336,138215,35.81
CONFIPET, EQ, 18-Sep-2019,30.2,30.1,33.1,30.1,33,32,31.68,284510,90.14,7315,205420,72.2
CONSOFINVT, EQ, 18-Sep-2019,35.2,36,39.85,35.1,35.1,36.45,35.33,11107,3.92,43,10227,92.08
CONTROLPR, EQ, 18-Sep-2019,244.75,246.35,246.7,241.95,246.7,245.2,245.26,696,1.71,58,409,58.76
CORALFINAC, EQ, 18-Sep-2019,12.7,12.85,12.85,11.9,12.8,12.8,12.63,2559,0.32,55,2358,92.15
CORDSCABLE, EQ, 18-Sep-2019,41.45,41.95,42.45,41.15,41.8,41.8,41.87,4779,2,96,2780,58.17
COROMANDEL, EQ, 18-Sep-2019,397.75,399,400.9,390.05,397.4,398.2,394.99,56253,222.19,3389,25446,45.23
CORPBANK, EQ, 18-Sep-2019,16.55,16.75,16.8,16.5,16.55,16.55,16.63,181277,30.14,945,126906,70.01
COSMOFILMS, EQ, 18-Sep-2019,215,222,222,214.15,215.5,214.85,214.98,4574,9.83,137,3806,83.21
COUNCODOS, EQ, 18-Sep-2019,1.7,1.75,1.75,1.75,1.75,1.75,1.75,6041,0.11,7,6041,100
COX&KINGS, EQ, 18-Sep-2019,4.4,4.6,4.6,4.5,4.6,4.6,4.6,1130401,51.95,511,1096091,96.96
CPSEETF, EQ, 18-Sep-2019,23.2,23.26,23.39,22.95,23.06,23.1,23.1,4636990,1071,49378,1806119,38.95
CREATIVE, EQ, 18-Sep-2019,66.75,66.75,68.95,65.5,65.5,65.6,68.76,2972,2.04,7,2892,97.31
CREDITACC, EQ, 18-Sep-2019,596.15,592.5,620,588,618,617.25,602.26,141738,853.63,6406,109611,77.33
CREST, EQ, 18-Sep-2019,106.9,105.05,106.95,98.95,99.6,100.15,100.83,6507,6.56,241,2707,41.6
CRISIL, EQ, 18-Sep-2019,1253.7,1252,1278,1252,1278,1269.85,1255.58,90755,1139.5,1323,87164,96.04
CRMFGETF, EQ, 18-Sep-2019,3510,3510,3535,3510,3510,3510,3511.25,36,1.26,7,36,100
CROMPTON, EQ, 18-Sep-2019,239.95,240.3,241.9,235.7,240,239.85,239.52,841842,2016.39,18374,753294,89.48
CROWN, SM, 18-Sep-2019,31.35,31,31,31,31,31,31,2000,0.62,1,2000,100
CTE, EQ, 18-Sep-2019,30.65,30.05,30.9,30.05,30.9,30.4,30.53,595,0.18,12,450,75.63
CUB, EQ, 18-Sep-2019,199.2,197.6,200.5,197.6,200,199.9,199.77,489012,976.88,8819,392133,80.19
CUBEXTUB, EQ, 18-Sep-2019,10.75,11.55,11.8,11,11.8,11.8,11.76,16824,1.98,62,16056,95.44
CUMMINSIND, EQ, 18-Sep-2019,560.75,563.8,570.95,558.7,565.25,565.75,564.7,291397,1645.51,7998,116724,40.06
CUPID, EQ, 18-Sep-2019,143.05,141.5,145,140.1,141.1,141.4,141.65,25194,35.69,616,16291,64.66
CURATECH, BE, 18-Sep-2019,1.1,1.15,1.15,1.05,1.05,1.05,1.06,2500,0.03,5, -, -
CYBERTECH, EQ, 18-Sep-2019,59.65,61.95,64,58.1,58.65,58.8,61.29,252508,154.76,2251,98952,39.19
CYIENT, EQ, 18-Sep-2019,448.6,451.8,454.4,446.3,453,450.7,450.21,32634,146.92,1936,17490,53.59
DAAWAT, EQ, 18-Sep-2019,27.1,27.1,27.5,26.1,26.5,26.55,26.68,369410,98.55,2462,139759,37.83
DABUR, EQ, 18-Sep-2019,451.7,453.95,462,451.95,461.95,460,456.51,2286519,10438.26,44906,1426015,62.37
DALBHARAT, EQ, 18-Sep-2019,826.4,825.05,831.7,791.6,800,799.95,805.88,149138,1201.87,10180,134790,90.38
DALMIASUG, EQ, 18-Sep-2019,87.25,88.05,90.05,86.6,88.8,89.05,88.61,179381,158.95,1703,62377,34.77
DAMODARIND, EQ, 18-Sep-2019,31.3,32,32,31,31,31.05,31.36,1691,0.53,20,1050,62.09
DANGEE, SM, 18-Sep-2019,142,142,142,142,142,142,142,800,1.14,1,800,100
DATAMATICS, EQ, 18-Sep-2019,82.95,84.25,85.8,81.65,82.2,83.25,83.75,29802,24.96,777,10379,34.83
DBCORP, EQ, 18-Sep-2019,137.85,137.55,140.5,135.25,136,136.2,136.8,17751,24.28,1099,10416,58.68
DBL, EQ, 18-Sep-2019,428.75,432.95,437.8,420,429,426.9,428.34,203700,872.53,6478,53497,26.26
DBREALTY, EQ, 18-Sep-2019,9.05,9.5,9.5,8.6,9.15,9.1,8.97,1196595,107.34,1683,794900,66.43
DBSTOCKBRO, EQ, 18-Sep-2019,9.95,9.5,9.5,9.5,9.5,9.5,9.5,1000,0.1,5,700,70
DCAL, EQ, 18-Sep-2019,174.4,174.5,178.7,174,176.25,175.8,175.77,77383,136.01,4614,38039,49.16
DCBBANK, EQ, 18-Sep-2019,195.05,196.65,198.5,194.1,195.6,195.65,196.26,354069,694.89,14205,153483,43.35
DCM, EQ, 18-Sep-2019,27.6,28.15,28.8,26.05,28.45,28.4,27.71,26206,7.26,251,14090,53.77
DCMNVL, EQ, 18-Sep-2019,33.5,33.05,34.5,33.05,33.6,33.8,33.79,1675,0.57,71,1201,71.7
DCMSHRIRAM, EQ, 18-Sep-2019,433.1,435.1,443.4,412.8,415.8,415.7,422.82,145171,613.81,10294,53339,36.74
DCW, EQ, 18-Sep-2019,18.4,18.65,18.8,17.6,17.7,17.75,18.27,210662,38.49,890,126254,59.93
DECCANCE, EQ, 18-Sep-2019,368.6,365.25,371.05,364.95,368.25,368.5,368.56,1176,4.33,117,883,75.09
DEEPAKFERT, EQ, 18-Sep-2019,91.25,91.2,92.85,89.25,91.2,91.15,91.26,125683,114.7,2466,45013,35.81
DEEPAKNTR, EQ, 18-Sep-2019,268.7,271.9,272,267,270.4,269.85,269.58,109031,293.93,2300,55773,51.15
DEEPIND, EQ, 18-Sep-2019,106.5,106.9,107.9,104.65,105,105.65,105.91,4173,4.42,197,2682,64.27
DELTACORP, EQ, 18-Sep-2019,171.4,172.85,176.4,170.6,173.4,173.65,173.71,432348,751.04,8049,77723,17.98
DELTAMAGNT, EQ, 18-Sep-2019,38.5,39,39,38,38,38.5,38.7,161,0.06,9,161,100
DEN, BE, 18-Sep-2019,76.2,74,76,72.4,72.4,72.4,72.48,20904,15.15,418, -, -
DENORA, EQ, 18-Sep-2019,217.45,222,222,214.75,220,220,218.5,503,1.1,50,354,70.38
DEVIT, SM, 18-Sep-2019,75.5,75.5,75.5,75.5,75.5,75.5,75.5,3000,2.27,1,3000,100
DFMFOODS, EQ, 18-Sep-2019,244.05,248.5,248.5,240,242.5,242.6,241.9,114794,277.68,1266,95923,83.56
DGCONTENT, EQ, 18-Sep-2019,5.75,5.75,6,5.65,5.95,5.95,5.92,4018,0.24,36,3883,96.64
DHAMPURSUG, EQ, 18-Sep-2019,199.45,202,205,197.4,202.55,201.9,201.85,714529,1442.27,12207,176201,24.66
DHANBANK, EQ, 18-Sep-2019,15.2,15.65,16.3,14.7,15,14.9,15.2,231962,35.25,723,126104,54.36
DHANUKA, EQ, 18-Sep-2019,326.8,321,331,321,326.4,327,328.35,18204,59.77,1408,10702,58.79
DHARSUGAR, BE, 18-Sep-2019,9.3,9.05,9.2,8.85,8.85,8.85,8.9,13317,1.19,53, -, -
DHFL, EQ, 18-Sep-2019,50.3,48,50.2,47.5,48.85,48.9,49.04,14586121,7152.46,58395,943510,6.47
DHFL, N6, 18-Sep-2019,321.59,320,320,320,320,320,320,10,0.03,1,10,100
DHFL, NN, 18-Sep-2019,365,320.35,340,320,320,320.12,336.7,18,0.06,5,16,88.89
DHFL, NP, 18-Sep-2019,308,325,325,298,301,301.94,302.43,357,1.08,32,311,87.11
DHFL, NQ, 18-Sep-2019,331.28,345,345,325,325,325,328.65,51,0.17,5,51,100
DHFL, NS, 18-Sep-2019,300,300,300,300,300,300,300,46,0.14,1,46,100
DHFL, NU, 18-Sep-2019,375,300.1,302.03,300.1,302,302,301.48,182,0.55,3,91,50
DHFL, NX, 18-Sep-2019,290,300,300,300,300,300,300,2,0.01,2,0,0
DHFL, NY, 18-Sep-2019,324,340,340,340,340,340,340,10,0.03,1,10,100
DHFL, Y1, 18-Sep-2019,349.8,295.8,295.8,295.8,295.8,295.8,295.8,15,0.04,1,15,100
DHUNINV, EQ, 18-Sep-2019,201.6,198,218.25,198,210,207.6,208.59,1076,2.24,272,528,49.07
DIAMONDYD, EQ, 18-Sep-2019,785.05,809,809,770,790,789.95,789.4,3302,26.07,233,3127,94.7
DIAPOWER, BZ, 18-Sep-2019,0.65,0.7,0.7,0.6,0.65,0.65,0.65,2809,0.02,9, -, -
DICIND, EQ, 18-Sep-2019,329.4,320.15,339,320.1,324.95,328.25,326.47,2407,7.86,146,1316,54.67
DIGISPICE, EQ, 18-Sep-2019,6.5,6.2,6.65,6.2,6.25,6.2,6.22,17525,1.09,21,16524,94.29
DIGJAMLTD, BE, 18-Sep-2019,1.3,1.35,1.35,1.25,1.3,1.3,1.32,6124,0.08,16, -, -
DISHTV, EQ, 18-Sep-2019,21.95,22,22.5,21.15,21.35,21.5,21.76,23842609,5188.07,27836,2622134,11
DIVISLAB, EQ, 18-Sep-2019,1601.4,1612.5,1626,1605,1617.85,1616.15,1614.95,457444,7387.5,25499,246114,53.8
DIXON, EQ, 18-Sep-2019,2464.1,2520,2588.45,2480.1,2530.35,2548.3,2547.49,25839,658.25,3221,7352,28.45
DLF, EQ, 18-Sep-2019,155.6,155.6,159.35,153.55,157.2,157.15,156.67,9304274,14576.59,60600,748133,8.04
DLINKINDIA, EQ, 18-Sep-2019,88.5,91.35,92.55,89.9,91,90.4,90.92,29779,27.08,1162,12055,40.48
DMART, EQ, 18-Sep-2019,1603.05,1610,1650,1605,1650,1646.9,1634.37,759056,12405.78,31621,246938,32.53
DNAMEDIA, BE, 18-Sep-2019,0.45,0.4,0.5,0.4,0.4,0.45,0.46,17652,0.08,31, -, -
DOLAT, EQ, 18-Sep-2019,47.45,48.75,48.8,47.5,47.5,47.6,47.86,19681,9.42,181,16903,85.88
DOLLAR, EQ, 18-Sep-2019,198.3,204,209.95,192.25,192.25,194.2,196.69,5524,10.86,243,3888,70.38
DOLPHINOFF, BE, 18-Sep-2019,16.9,17.6,17.7,17,17.7,17.7,17.63,12061,2.13,92, -, -
DONEAR, EQ, 18-Sep-2019,33.95,33.3,34.6,33.3,33.35,33.4,33.39,3597,1.2,52,3139,87.27
DPSCLTD, EQ, 18-Sep-2019,13.25,13.8,13.8,12.2,13,13,12.67,2238,0.28,17,2185,97.63
DREDGECORP, EQ, 18-Sep-2019,337.35,339.15,347.55,336.55,341,340,341.44,140823,480.82,5135,27546,19.56
DRREDDY, EQ, 18-Sep-2019,2738.05,2739.8,2761.95,2715.15,2737,2743.65,2742.9,364302,9992.45,23246,81595,22.4
DRSDILIP, SM, 18-Sep-2019,75.05,75.1,76,75.05,75.05,75.6,75.16,75200,56.52,6,72000,95.74
DSSL, EQ, 18-Sep-2019,28,27.1,28.7,26.45,28,28,27.91,1431,0.4,61,943,65.9
DTIL, EQ, 18-Sep-2019,166.15,168.05,176,166.7,171.95,167.6,168.56,575,0.97,130,489,85.04
DUCON, EQ, 18-Sep-2019,7,7.35,7.35,7.05,7.35,7.35,7.31,161866,11.84,293,117904,72.84
DVL, EQ, 18-Sep-2019,74.6,74.1,74.1,68.95,72,71.25,71.28,14413,10.27,497,8019,55.64
DWARKESH, EQ, 18-Sep-2019,25.6,25.8,26.1,25.1,25.5,25.45,25.59,357329,91.44,1444,158119,44.25
DYNAMATECH, EQ, 18-Sep-2019,1224.05,1205.45,1250,1205.4,1207.25,1217.5,1219.49,473,5.77,151,290,61.31
DYNPRO, EQ, 18-Sep-2019,119.3,123.4,123.65,115.05,118.65,118.3,117.34,14267,16.74,550,9036,63.33
EASTSILK, BE, 18-Sep-2019,0.8,0.8,0.8,0.75,0.75,0.75,0.75,3801,0.03,6, -, -
EASUNREYRL, EQ, 18-Sep-2019,4.65,4.6,4.65,4.45,4.45,4.45,4.53,3282,0.15,12,2932,89.34
EBANK, EQ, 18-Sep-2019,3377,2999.99,3370,2999.99,3370,3370,3112,10,0.31,6,8,80
ECLERX, EQ, 18-Sep-2019,500.55,509.9,524,496.65,520.3,520.25,514.74,48047,247.32,3111,16566,34.48
ECLFINANCE, N5, 18-Sep-2019,989.99,990,990,990,990,990,990,15,0.15,1,15,100
ECLFINANCE, N7, 18-Sep-2019,1836,1836.5,1836.5,1836,1836,1836,1836.25,60,1.1,2,60,100
ECLFINANCE, NB, 18-Sep-2019,975,982.2,982.2,982,982,982,982.1,400,3.93,10,400,100
ECLFINANCE, ND, 18-Sep-2019,1550,1550,1550,1550,1550,1550,1550,15,0.23,1,15,100
ECLFINANCE, NE, 18-Sep-2019,990,985,985,982,982,982,984,300,2.95,2,300,100
ECLFINANCE, NF, 18-Sep-2019,900,900,900,896.55,896.55,896.55,896.66,31,0.28,3,31,100
ECLFINANCE, NG, 18-Sep-2019,895.9,896,896,870,870,870,878.5,52,0.46,5,37,71.15
ECLFINANCE, NJ, 18-Sep-2019,835,850.5,850.5,839,839,839,845.76,172,1.45,11,153,88.95
