SYMBOL, SERIES, DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY, DELIV_PER
TATACOMM, BE, 18-Sep-2019,278.25,292.15,292.15,292.15,292.15,292.15,292.15,84097,245.69,36, -, -
TATAELXSI, EQ, 18-Sep-2019,634.45,637.25,651.9,636.1,639,638.3,643.48,621594,3999.81,22950,67563,10.87
TATAGLOBAL, EQ, 18-Sep-2019,256.25,258,261.35,253.5,260,259.75,258.64,2360120,6104.26,29030,826416,35.02
TATAINVEST, EQ, 18-Sep-2019,775.25,780,797,774,784,787.85,783.67,19250,150.86,1226,4207,21.85
TATAMETALI, EQ, 18-Sep-2019,532,539.5,602.4,537.1,575.2,575.75,581.64,302235,1757.93,14097,36422,12.05
TATAMOTORS, EQ, 18-Sep-2019,122,123.05,125.9,120.5,122.6,121.75,122.5,53048836,64984.12,171845,7204704,13.58
TATAMTRDVR, EQ, 18-Sep-2019,56.15,56.85,57.3,55.2,56.45,56.15,56.2,5500590,3091.6,15402,320692,5.83
TATAPOWER, EQ, 18-Sep-2019,63.95,64.05,64.5,63.05,64.15,64.05,63.88,10420154,6656.37,43931,4095794,39.31
TATASTEEL, E1, 18-Sep-2019,35.75,36.65,36.85,35.6,36.3,36.35,36.3,71398,25.92,823,36757,51.48
TATASTEEL, EQ, 18-Sep-2019,344.95,348,361.3,345.35,357.7,358.25,354.67,16253184,57644.86,153093,1976785,12.16
TATASTLBSL, EQ, 18-Sep-2019,21.65,21.85,22.6,21.65,22.25,22.3,22.16,397707,88.13,1075,188012,47.27
TATASTLLP, EQ, 18-Sep-2019,420.3,423.75,438.8,420.55,421,423.6,429.55,103576,444.91,3992,26635,25.72
TBZ, EQ, 18-Sep-2019,44.4,44.4,46.35,42.35,42.6,42.7,43.86,156507,68.65,2303,56230,35.93
TCFSL, NB, 18-Sep-2019,1019.62,1017.9,1023,1016.5,1023,1023,1018.38,912,9.29,13,912,100
TCFSL, ND, 18-Sep-2019,1026,1025.5,1031.87,1025,1031.1,1031.11,1028.26,3484,35.82,67,3040,87.26
TCFSL, NF, 18-Sep-2019,1034.75,1035,1040,1004.5,1040,1040,1032.39,1255,12.96,34,900,71.71
TCFSL, NH, 18-Sep-2019,1028.55,1015,1016,1015,1016,1016,1015.5,200,2.03,5,200,100
TCFSL, NJ, 18-Sep-2019,1011,1012,1016,1012,1015,1015,1014.85,488,4.95,12,444,90.98
TCFSL, NL, 18-Sep-2019,1010.76,1010,1014.8,1010,1014.8,1014.8,1012.88,50,0.51,3,50,100
TCFSL, NN, 18-Sep-2019,1006.25,1010,1020,1010,1020,1020,1018.57,350,3.57,4,350,100
TCI, EQ, 18-Sep-2019,266.7,270,270.5,267,270,269.55,269.04,8403,22.61,355,6753,80.36
TCIDEVELOP, EQ, 18-Sep-2019,350.8,350.95,350.95,339,339,341.95,345.09,382,1.32,12,260,68.06
TCIEXP, EQ, 18-Sep-2019,626.75,632.7,632.7,622.1,631.9,626.8,626.63,22141,138.74,336,19586,88.46
TCIFINANCE, EQ, 18-Sep-2019,10.3,10.35,10.9,10,10.2,10.2,10.33,1101,0.11,36,755,68.57
TCNSBRANDS, EQ, 18-Sep-2019,655.9,674.15,674.2,650.6,651,656.85,659.19,1801,11.87,405,1251,69.46
TCPLPACK, EQ, 18-Sep-2019,285.7,287,298.45,284.1,290,289.75,287.42,724,2.08,48,421,58.15
TCS, EQ, 18-Sep-2019,2122.65,2126.4,2142.95,2113.15,2141.15,2138.55,2133.02,1454663,31028.21,94064,674870,46.39
TDPOWERSYS, EQ, 18-Sep-2019,143.3,145.1,147.4,142.15,144,144,146.03,32231,47.07,319,30322,94.08
TEAMLEASE, EQ, 18-Sep-2019,2745.25,2757.7,2772,2682.55,2755,2751.15,2731.14,5065,138.33,1431,1721,33.98
TECHM, EQ, 18-Sep-2019,705.95,710,718.1,701.9,717.4,716.75,711.91,1666369,11863.02,63002,867385,52.05
TECHNOE, EQ, 18-Sep-2019,258,258.1,261.9,258.1,260.2,260.1,259.99,67840,176.37,154,66713,98.34
TECHNOFAB, EQ, 18-Sep-2019,14.6,15.3,15.3,15.3,15.3,15.3,15.3,217,0.03,2,217,100
TEJASNET, EQ, 18-Sep-2019,87.55,89,89,83.2,87,86.05,85.34,134777,115.02,2297,96373,71.51
TERASOFT, EQ, 18-Sep-2019,27.55,27.65,28.1,27.3,27.3,27.7,27.71,5729,1.59,87,1882,32.85
TEXINFRA, EQ, 18-Sep-2019,45.65,48.2,48.2,43.5,44,44,44.41,8885,3.95,133,6804,76.58
TEXMOPIPES, EQ, 18-Sep-2019,17,17.5,17.5,16.7,17.35,17.35,17.33,70036,12.14,166,40159,57.34
TEXRAIL, EQ, 18-Sep-2019,49.15,50.5,51.2,48.75,49,50.1,49.94,168502,84.14,3824,57300,34.01
TFCILTD, EQ, 18-Sep-2019,82.5,82.55,84.1,78.4,79.8,79.7,81.41,231180,188.21,1067,189315,81.89
TFL, EQ, 18-Sep-2019,4,4,4.2,3.95,4.15,4.15,3.98,2206,0.09,12,2185,99.05
TGBHOTELS, BE, 18-Sep-2019,4.6,4.8,4.8,4.4,4.7,4.4,4.49,63171,2.84,53, -, -
THANGAMAYL, EQ, 18-Sep-2019,323.85,319.6,323.9,316.25,323.4,321.4,319.4,5347,17.08,341,2467,46.14
THEINVEST, EQ, 18-Sep-2019,130.5,144.9,148.7,125,125.1,125.9,128.4,3667,4.71,87,2841,77.47
THEMISMED, EQ, 18-Sep-2019,196.55,190.05,198.7,190,193,194.6,194.29,340,0.66,63,251,73.82
THERMAX, EQ, 18-Sep-2019,1005.05,1007.95,1010,1003,1003.85,1006.15,1006.86,47917,482.46,1162,42713,89.14
THOMASCOOK, EQ, 18-Sep-2019,146.9,146.95,150.45,145.05,147.5,146.5,146.86,83519,122.66,1480,41629,49.84
THYROCARE, EQ, 18-Sep-2019,475.5,475,476,470.3,475.7,472.45,475.28,22521,107.04,695,15918,70.68
TI, EQ, 18-Sep-2019,12.55,12.65,12.65,12.05,12.25,12.25,12.27,33583,4.12,127,20353,60.61
TIDEWATER, EQ, 18-Sep-2019,4419.8,4489,4500,4336.05,4363,4361.4,4385.22,1459,63.98,588,1063,72.86
TIIL, EQ, 18-Sep-2019,373.05,373.95,390.9,365.15,390.9,385.25,377.9,4689,17.72,506,4149,88.48
TIINDIA, EQ, 18-Sep-2019,340.05,351,351,336.05,345.95,343.3,340.78,29039,98.96,1075,12093,41.64
TIJARIA, EQ, 18-Sep-2019,10.2,10,10.7,10,10.6,10.6,10.6,18242,1.93,70,9718,53.27
TIL, EQ, 18-Sep-2019,208.1,214.05,214.05,201,202.05,202.8,204.87,2295,4.7,189,1255,54.68
TIMESGTY, EQ, 18-Sep-2019,31.4,30.25,34.2,30.25,33.95,33.95,31,1230,0.38,13,900,73.17
TIMETECHNO, EQ, 18-Sep-2019,64.5,66,67.95,63.6,66.25,66.65,66.17,532494,352.38,6145,296782,55.73
TIMKEN, EQ, 18-Sep-2019,714.6,715.6,751.7,704.95,739,742.95,733.01,69312,508.07,4174,33194,47.89
TINPLATE, EQ, 18-Sep-2019,117.55,118.8,127.7,115.65,124.5,123.6,123.62,1597703,1975.12,21697,279740,17.51
TIPSINDLTD, EQ, 18-Sep-2019,71.75,71.75,73,68.2,70.05,70.05,70.17,2795,1.96,76,2189,78.32
TIRUMALCHM, EQ, 18-Sep-2019,75.9,76.7,79.5,75.5,77.4,77,77.32,362581,280.36,4093,121278,33.45
TIRUPATIFL, SM, 18-Sep-2019,42.3,40.2,42.2,40.2,42.2,42.2,41.2,4000,1.65,2,4000,100
TITAN, EQ, 18-Sep-2019,1158.25,1163,1168,1150.55,1166.6,1160.7,1158.41,1434623,16618.85,50190,236572,16.49
TMRVL, BE, 18-Sep-2019,12.65,13.25,13.25,12.25,12.55,12.6,12.54,1977,0.25,35, -, -
TNPETRO, EQ, 18-Sep-2019,36.15,37,37,36.1,36.45,36.45,36.58,31696,11.59,671,20118,63.47
TNPL, EQ, 18-Sep-2019,191.15,193.15,194.95,188.75,189.1,190.45,191.31,157202,300.74,3590,69429,44.17
TNTELE, BE, 18-Sep-2019,1.5,1.55,1.55,1.5,1.55,1.55,1.55,138,0,3, -, -
TOKYOPLAST, EQ, 18-Sep-2019,53,52,53.05,51.2,52.3,52.95,52.43,2694,1.41,55,2116,78.54
TORNTPHARM, EQ, 18-Sep-2019,1686.7,1710,1710,1667.8,1670.5,1670.95,1678.74,76614,1286.15,6069,18968,24.76
TORNTPOWER, EQ, 18-Sep-2019,277.35,278,285.2,277.05,280.55,280.35,281.63,1203736,3390.12,10564,468290,38.9
TPLPLASTEH, EQ, 18-Sep-2019,113.2,117.75,118,114.15,114.2,114.9,115.73,3105,3.59,130,2518,81.1
TRANSWIND, SM, 18-Sep-2019,6.1,6,6,6,6,6,6,124000,7.44,1,124000,100
TREEHOUSE, BE, 18-Sep-2019,6.8,6.95,6.95,6.5,6.8,6.75,6.67,27443,1.83,86, -, -
TREJHARA, EQ, 18-Sep-2019,16.3,17.05,17.05,16.3,16.75,16.65,16.81,3676,0.62,46,2334,63.49
TRENT, EQ, 18-Sep-2019,446.4,449.6,466.85,446.65,466.25,462.9,459.26,225320,1034.81,11781,84349,37.44
TRF, EQ, 18-Sep-2019,107.95,112.45,112.45,102.65,103.15,103.8,107.54,78296,84.2,1344,28127,35.92
TRIDENT, EQ, 18-Sep-2019,59.9,60,60.75,57.95,59.7,59.7,59.42,297823,176.97,4136,105676,35.48
TRIGYN, EQ, 18-Sep-2019,55.2,55.7,56.15,53.3,55,55.25,55.3,48571,26.86,516,30103,61.98
TRIL, EQ, 18-Sep-2019,8.25,8.25,8.6,8.1,8.1,8.2,8.26,27015,2.23,145,20426,75.61
TRITURBINE, EQ, 18-Sep-2019,95.7,96.2,96.45,93.35,94.5,93.95,94.5,6533,6.17,280,4593,70.3
TRIVENI, EQ, 18-Sep-2019,60.2,60.9,61.7,58.1,59.15,59.55,59.86,416705,249.45,3608,85614,20.55
TTKHLTCARE, EQ, 18-Sep-2019,484.75,488,490,476,482,480.6,482.2,1527,7.36,146,1009,66.08
TTKPRESTIG, EQ, 18-Sep-2019,5536.7,5550.05,5650,5550.05,5610,5601.95,5604.29,3051,170.99,1454,2004,65.68
TTL, EQ, 18-Sep-2019,38.05,39.55,39.6,37.55,37.95,37.9,38.1,2034,0.77,55,1328,65.29
TTML, EQ, 18-Sep-2019,3.2,3.35,3.35,3.35,3.35,3.35,3.35,145214,4.86,116,145214,100
TV18BRDCST, EQ, 18-Sep-2019,22.3,22.6,22.85,21.95,22.05,22.1,22.39,953370,213.5,4510,431160,45.22
TVSELECT, EQ, 18-Sep-2019,160.45,164.3,166.9,148.1,149,149.8,156.55,326399,510.99,5912,102088,31.28
TVSMOTOR, EQ, 18-Sep-2019,372.2,373.55,377.3,368.45,373.7,373.95,372.82,1698602,6332.75,31102,277477,16.34
TVSSRICHAK, EQ, 18-Sep-2019,1820.05,1858.95,1859.05,1780,1780,1793.55,1813.15,914,16.57,320,514,56.24
TVTODAY, EQ, 18-Sep-2019,297.55,299.8,300.95,291.25,291.7,292.3,294.31,12408,36.52,1211,6752,54.42
TWL, EQ, 18-Sep-2019,42.3,42.65,43.75,40.9,42.1,42.8,42.26,851556,359.84,4344,252083,29.6
UBL, EQ, 18-Sep-2019,1255.35,1259,1264.4,1237.5,1251.5,1250.65,1247.42,345165,4305.67,15721,128388,37.2
UCALFUEL, EQ, 18-Sep-2019,153.55,154.85,157.5,152.2,155,154.6,155.08,55887,86.67,1561,41613,74.46
UCOBANK, EQ, 18-Sep-2019,14.7,14.65,14.9,14.65,14.8,14.8,14.79,208592,30.85,729,70629,33.86
UFLEX, EQ, 18-Sep-2019,218.45,220.35,221,216.05,217,217.1,217.76,32283,70.3,1255,16653,51.58
UFO, EQ, 18-Sep-2019,145,142,148,142,144,144.15,144.63,18123,26.21,650,10015,55.26
UGARSUGAR, EQ, 18-Sep-2019,13.05,13.25,13.4,13,13.15,13.15,13.22,42383,5.6,191,16474,38.87
UJAAS, EQ, 18-Sep-2019,3.85,3.85,4.1,3.8,3.95,3.95,3.91,107453,4.2,174,81254,75.62
UJJIVAN, EQ, 18-Sep-2019,296.35,297.95,301.8,293.55,298.9,298.4,298.24,1876777,5597.29,18917,365079,19.45
ULTRACEMCO, EQ, 18-Sep-2019,3900.4,3910.1,3937.95,3885.05,3910,3902.8,3913.65,285674,11180.29,22783,65256,22.84
UMANGDAIRY, EQ, 18-Sep-2019,43.35,44.45,44.9,43.55,43.65,43.65,44.43,9148,4.06,64,5555,60.72
UNICHEMLAB, EQ, 18-Sep-2019,189.85,190,191.15,187.15,190.9,190.2,189.05,15320,28.96,559,11060,72.19
UNIENTER, EQ, 18-Sep-2019,71.35,71.35,73.35,70.35,72.8,72.8,72.48,1368,0.99,42,746,54.53
UNIINFO, SM, 18-Sep-2019,22.5,22.9,24.95,22.8,22.8,22.8,23.98,34000,8.15,17,4000,11.76
UNIONBANK, EQ, 18-Sep-2019,56.25,56.8,57.75,56.5,56.85,56.8,57.12,7245736,4138.7,18783,528087,7.29
UNIPLY, EQ, 18-Sep-2019,58.05,59.4,59.4,57.1,59,58.45,58.1,79635,46.27,269,66333,83.3
UNITECH, EQ, 18-Sep-2019,0.8,0.8,0.85,0.75,0.8,0.8,0.8,3079995,24.68,729,1670587,54.24
UNITEDBNK, EQ, 18-Sep-2019,9.35,9.45,9.45,9.3,9.35,9.35,9.36,390683,36.57,596,176645,45.21
UNITEDTEA, EQ, 18-Sep-2019,257.95,264,264,255,255,255,259.22,32,0.08,8,21,65.63
UNITY, BZ, 18-Sep-2019,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1,0,1, -, -
UNIVASTU, SM, 18-Sep-2019,80,80.4,80.4,80.4,80.4,80.4,80.4,3000,2.41,1,3000,100
UNIVCABLES, EQ, 18-Sep-2019,164.4,164,169.65,162.7,167.9,167.75,166.84,35399,59.06,706,23322,65.88
UPL, EQ, 18-Sep-2019,563.3,565,565,542.75,559.55,557.05,553.27,3855762,21332.93,71784,505143,13.1
URJA, EQ, 18-Sep-2019,2,2,2.1,1.9,1.9,1.9,1.93,2807734,54.16,1495,2096543,74.67
USHAMART, EQ, 18-Sep-2019,26.9,27.4,27.75,26.45,26.5,26.65,27.09,803482,217.63,1443,555028,69.08
UTIFEFRGR4, MF, 18-Sep-2019,8.32,8.32,8.32,8.24,8.25,8.24,8.29,6400,0.53,4,6400,100
UTINEXT50, EQ, 18-Sep-2019,269.49,269.49,270,262,269.9,269.9,266.88,239,0.64,28,134,56.07
UTINIFTETF, EQ, 18-Sep-2019,1146.07,1147.2,1153.05,1143.95,1149,1151.55,1147.57,987,11.33,24,871,88.25
UTISENSETF, EQ, 18-Sep-2019,386.7,386.7,387.99,384.05,387.99,387.99,386.55,159,0.61,11,78,49.06
UTTAMSTL, EQ, 18-Sep-2019,7.5,7.65,7.85,7.45,7.55,7.5,7.57,20483,1.55,94,14063,68.66
UTTAMSUGAR, EQ, 18-Sep-2019,106.5,107.7,112.9,101.75,104,104.05,105.83,352491,373.05,3974,132279,37.53
UVSL, EQ, 18-Sep-2019,0.05,0.05,0.1,0.05,0.1,0.1,0.06,11070389,6.5,689,10967730,99.07
UWCSL, SM, 18-Sep-2019,26.65,25.4,25.4,25.4,25.4,25.4,25.4,4000,1.02,1,4000,100
V2RETAIL, EQ, 18-Sep-2019,124.05,126,129.8,120.15,122.5,121.55,125.44,43001,53.94,1444,20040,46.6
VADILALIND, EQ, 18-Sep-2019,799.4,802.6,824,800.05,800.05,801.3,808.62,33218,268.61,2419,10924,32.89
VAIBHAVGBL, EQ, 18-Sep-2019,845.7,850,854.9,844.65,852,850.35,851.93,9380,79.91,270,8322,88.72
VAKRANGEE, EQ, 18-Sep-2019,33.5,33.5,34.1,33.15,33.4,33.35,33.6,1122723,377.24,3473,463924,41.32
VARDHACRLC, EQ, 18-Sep-2019,39.15,38,38,36.75,37.45,37.25,37.22,25193,9.38,197,17254,68.49
VARDMNPOLY, BE, 18-Sep-2019,2.95,2.95,3.05,2.9,3,3.05,3.04,9454,0.29,19, -, -
VARROC, EQ, 18-Sep-2019,456.5,460,463.9,447.5,448,448.7,454.31,9066,41.19,1298,4762,52.53
VASCONEQ, EQ, 18-Sep-2019,12.6,12.6,13.1,12.35,12.75,12.65,12.65,51002,6.45,167,35702,70
VASWANI, EQ, 18-Sep-2019,6.25,6.1,6.85,6.1,6.4,6.45,6.6,6598,0.44,41,3061,46.39
VBL, EQ, 18-Sep-2019,621.6,624.95,632.5,614.95,625,626.1,625.44,70647,441.85,6036,37247,52.72
VEDL, EQ, 18-Sep-2019,145.4,146,150.5,145.1,150,149.7,148.49,12067032,17918.19,62616,3848552,31.89
VENKEYS, EQ, 18-Sep-2019,1663.55,1696.4,1747,1667.9,1703,1696.2,1711.93,358892,6143.96,29483,41976,11.7
VENUSREM, EQ, 18-Sep-2019,23.45,23,23.9,23,23.1,23.25,23.46,5320,1.25,101,2979,56
VERTOZ, SM, 18-Sep-2019,168.95,175,175.25,174.75,175.25,175.25,175,3600,6.3,3,0,0
VESUVIUS, EQ, 18-Sep-2019,948.25,956.85,959.05,926.15,930,930.45,937.06,6667,62.47,860,4581,68.71
VETO, EQ, 18-Sep-2019,53.95,54,54.2,52,53.65,53.35,53.61,2899,1.55,64,2421,83.51
VGUARD, EQ, 18-Sep-2019,221.45,220.5,222.85,220.05,220.8,220.75,221.39,73254,162.18,2542,32702,44.64
VHL, EQ, 18-Sep-2019,1592.35,1630,1630,1578.85,1600,1600,1592.42,22,0.35,11,14,63.64
VICEROY, BE, 18-Sep-2019,1.35,1.35,1.4,1.3,1.3,1.4,1.36,57737,0.79,69, -, -
VIDEOIND, BZ, 18-Sep-2019,1.6,1.65,1.65,1.55,1.65,1.65,1.64,116114,1.9,105, -, -
VIDHIING, EQ, 18-Sep-2019,61.15,62.65,63.55,60.25,62.2,61.7,61.26,61268,37.53,276,56445,92.13
VIJIFIN, EQ, 18-Sep-2019,0.45,0.5,0.5,0.4,0.5,0.45,0.46,32533,0.15,46,23613,72.58
VIKASECO, EQ, 18-Sep-2019,4.15,4.15,4.3,4.05,4.25,4.25,4.2,160314,6.74,220,97807,61.01
VIKASMCORP, EQ, 18-Sep-2019,3,3.05,3.5,2.95,3.5,3.3,3.23,899725,29.09,545,508860,56.56
VIKASPROP, BE, 18-Sep-2019,3.55,3.5,3.5,3.5,3.5,3.5,3.5,17847,0.62,27, -, -
VIKASWSP, EQ, 18-Sep-2019,10.95,10.75,11.15,10.5,10.55,10.6,10.66,121510,12.95,243,99742,82.09
VIMALOIL, BE, 18-Sep-2019,6.7,6.7,6.7,6.7,6.7,6.7,6.7,10,0,1, -, -
VIMTALABS, EQ, 18-Sep-2019,104.3,104.5,107.55,100.55,101.75,101.95,102.66,14239,14.62,505,8138,57.15
VINATIORGA, EQ, 18-Sep-2019,2329.3,2347,2384.4,2302,2320,2325.95,2341.36,24855,581.94,4451,11279,45.38
VINDHYATEL, EQ, 18-Sep-2019,1001.05,994.35,1011.1,990,996.05,991.8,998.76,2541,25.38,396,1919,75.52
VINNY, SM, 18-Sep-2019,38,36,36,36,36,36,36,3000,1.08,1,3000,100
VINYLINDIA, EQ, 18-Sep-2019,66.9,66.05,67.15,64.8,66.9,66.95,66.21,3489,2.31,305,2723,78.05
VIPCLOTHNG, EQ, 18-Sep-2019,11.6,11.65,11.85,11.4,11.5,11.45,11.57,61341,7.1,262,44024,71.77
VIPIND, EQ, 18-Sep-2019,429.35,433.55,456,427,450.25,451.15,442.37,805527,3563.38,24746,252529,31.35
VIPULLTD, EQ, 18-Sep-2019,32.85,33,33.2,32.15,32.75,32.8,32.78,139632,45.77,270,24842,17.79
VISAKAIND, EQ, 18-Sep-2019,286.9,287.25,293,285,286.5,287.25,288.2,16521,47.61,1342,8217,49.74
VISASTEEL, EQ, 18-Sep-2019,4.95,4.9,5,4.8,5,4.9,4.92,3747,0.18,25,3114,83.11
VISESHINFO, BE, 18-Sep-2019,0.05,0.05,0.1,0.05,0.05,0.05,0.07,799417,0.56,113, -, -
VISHNU, EQ, 18-Sep-2019,125.1,126.8,126.8,122.05,123.3,123.55,124.26,1850,2.3,61,1564,84.54
VIVIDHA, EQ, 18-Sep-2019,0.2,0.25,0.25,0.2,0.25,0.2,0.22,124955,0.27,38,109465,87.6
VIVIMEDLAB, EQ, 18-Sep-2019,17.65,17.9,18.25,17.45,17.45,17.55,17.68,43978,7.77,272,29897,67.98
VLSFINANCE, EQ, 18-Sep-2019,52.3,50.1,54,50.1,52.6,52.75,53.4,7899,4.22,105,5701,72.17
VMART, EQ, 18-Sep-2019,1994.95,2015,2027.6,1960,1965,1970.4,1976.24,5903,116.66,1019,3997,67.71
VOLTAMP, EQ, 18-Sep-2019,1189.6,1198,1198,1178,1192,1188.2,1187.15,1945,23.09,280,1080,55.53
VOLTAS, EQ, 18-Sep-2019,620.6,622.2,633.85,619.9,631,630.7,628.09,741847,4659.43,17251,234053,31.55
VRLLOG, EQ, 18-Sep-2019,264.5,266.95,275.6,261.15,275,269.95,268.28,95089,255.11,2146,45126,47.46
VSSL, EQ, 18-Sep-2019,77.85,77,77.85,75.15,77.5,77.2,76.71,1318,1.01,99,715,54.25
VSTIND, EQ, 18-Sep-2019,3521.4,3530,3625,3468.05,3625,3556.35,3538.32,8198,290.07,1472,3427,41.8
VSTTILLERS, EQ, 18-Sep-2019,1093.45,1083,1103.7,1080,1092.25,1100.65,1092.68,2347,25.65,527,1397,59.52
VTL, EQ, 18-Sep-2019,940.5,929,952,929,951.95,950.5,946.52,11279,106.76,1888,4990,44.24
WABAG, EQ, 18-Sep-2019,286.05,289.25,289.25,276.6,280.05,280,280,94024,263.26,5812,47177,50.18
WABCOINDIA, EQ, 18-Sep-2019,6108.25,6110,6139.4,6080,6097,6105,6107.74,904,55.21,156,655,72.46
WALCHANNAG, EQ, 18-Sep-2019,70.75,71.25,71.9,68.2,68.45,68.6,69.52,113101,78.63,1567,51876,45.87
WANBURY, BE, 18-Sep-2019,12.15,11.55,12.4,11.55,12.25,12,12.13,1052,0.13,9, -, -
WATERBASE, EQ, 18-Sep-2019,121.1,125,126.9,120.25,122,121.45,122.88,58302,71.64,810,30690,52.64
WEALTH, SM, 18-Sep-2019,140,136,140,136,140,140,138,6000,8.28,2,0,0
WEBELSOLAR, EQ, 18-Sep-2019,20.15,20.05,21.15,20,21.15,21.15,20.97,45054,9.45,447,27020,59.97
WEIZFOREX, EQ, 18-Sep-2019,321.45,307.65,325,307.65,322.95,313.3,317.38,404,1.28,49,287,71.04
WEIZMANIND, EQ, 18-Sep-2019,25.55,26.9,26.9,25.25,25.85,25.55,25.83,1020,0.26,18,836,81.96
WELCORP, EQ, 18-Sep-2019,128.3,130,133,128.35,132.05,132.2,131.31,212690,279.29,4154,73539,34.58
WELENT, EQ, 18-Sep-2019,96.05,97,99.4,95.2,97.6,97.15,97.09,196667,190.94,3689,68363,34.76
WELINV, EQ, 18-Sep-2019,159.95,165,165,145.75,148.5,155.65,152.47,372,0.57,23,168,45.16
WELSPUNIND, EQ, 18-Sep-2019,51.55,51.25,52.55,50.8,52,51.9,51.9,332923,172.78,2745,268403,80.62
WENDT, EQ, 18-Sep-2019,2351,2486,2500,2222,2290,2278.35,2354.1,148,3.48,83,73,49.32
WESTLIFE, EQ, 18-Sep-2019,279.65,280,280,275.2,276,276.55,277.16,6950,19.26,242,6013,86.52
WFL, SM, 18-Sep-2019,87.9,91.8,91.8,88.15,88.15,88.15,89.98,3200,2.88,2,3200,100
WHEELS, EQ, 18-Sep-2019,590.75,594.3,607.95,588.55,589.1,591.8,595.99,448,2.67,116,231,51.56
WHIRLPOOL, EQ, 18-Sep-2019,1640.05,1653.95,1700,1637,1685,1682.8,1668.04,59464,991.88,5704,39293,66.08
WILLAMAGOR, EQ, 18-Sep-2019,18.55,18,18.95,17.7,18.15,17.7,18.15,4572,0.83,33,4546,99.43
WINDMACHIN, EQ, 18-Sep-2019,24.3,23.15,24.45,23.15,23.6,23.65,23.78,12841,3.05,87,10912,84.98
WIPRO, EQ, 18-Sep-2019,244.15,245.4,245.95,243.3,244.25,244.3,244.57,2526280,6178.48,36229,1395354,55.23
WOCKPHARMA, EQ, 18-Sep-2019,321.45,328,336,318.95,324.6,322.2,325.22,1158001,3766,24270,112502,9.72
WONDERLA, EQ, 18-Sep-2019,265.05,266.8,268.95,265,266,266,265.96,32846,87.36,638,25077,76.35
WSI, BE, 18-Sep-2019,0.6,0.65,0.65,0.6,0.6,0.6,0.61,125,0,2, -, -
WSTCSTPAPR, EQ, 18-Sep-2019,250.8,251.85,263.2,250.1,258.4,258.15,258.39,265850,686.93,5055,94514,35.55
XCHANGING, EQ, 18-Sep-2019,54.45,54.25,55.3,53.5,54.5,54.85,54.74,10130,5.54,21,10028,98.99
XELPMOC, EQ, 18-Sep-2019,67.75,71.5,71.5,63.35,66,67.25,67.69,2826,1.91,141,1681,59.48
XLENERGY, BE, 18-Sep-2019,0.55,0.6,0.6,0.5,0.5,0.5,0.57,1743,0.01,8, -, -
XPROINDIA, EQ, 18-Sep-2019,28.2,27.5,29.55,25.9,27.1,27.1,27.84,750,0.21,13,143,19.07
YESBANK, EQ, 18-Sep-2019,65.1,66,66.45,61.7,64.45,64.1,64.49,186937027,120549.46,424930,11648735,6.23
ZEEL, EQ, 18-Sep-2019,337.35,338.15,342.3,333.4,335.4,335.4,336.47,3322772,11180.26,35966,939404,28.27
ZEEL, P2, 18-Sep-2019,5.5,5.45,5.5,5.45,5.5,5.5,5.5,445616,24.51,11,445616,100
ZEELEARN, EQ, 18-Sep-2019,23.4,23.75,23.75,23.05,23.3,23.35,23.5,36188,8.51,312,22994,63.54
ZEEMEDIA, EQ, 18-Sep-2019,11.2,11.25,11.45,11.2,11.3,11.3,11.26,277093,31.19,505,182368,65.81
ZENITHBIR, BE, 18-Sep-2019,0.4,0.4,0.45,0.35,0.45,0.45,0.42,37097,0.16,27, -, -
ZENITHEXPO, EQ, 18-Sep-2019,46.9,46.9,46.9,46.9,46.9,46.9,46.9,1,0,1,1,100
ZENSARTECH, EQ, 18-Sep-2019,215.5,215.9,218.2,213.5,214.85,215,215.76,12427,26.81,792,7516,60.48
ZENTEC, EQ, 18-Sep-2019,65.05,67,68.25,63,66.4,66.8,66.82,97561,65.19,1289,72518,74.33
ZICOM, BE, 18-Sep-2019,1.05,1.1,1.1,1,1,1,1.03,4292,0.04,14, -, -
ZODIACLOTH, EQ, 18-Sep-2019,208.1,203.95,208.8,202,203,203.05,202.85,1026,2.08,34,987,96.2
ZODJRDMKJ, EQ, 18-Sep-2019,36.15,37.9,39.9,32.1,32.65,33.35,36.07,18525,6.68,445,9667,52.18
ZOTA, EQ, 18-Sep-2019,195.5,194.5,197.9,194,194,194.55,195.79,21953,42.98,85,1109,5.05
ZUARI, EQ, 18-Sep-2019,98.4,99.9,100.1,95.2,95.75,96.15,97.22,25524,24.81,687,15617,61.19
ZUARIGLOB, EQ, 18-Sep-2019,66.85,67.25,67.6,64.25,65,65.35,66.14,12592,8.33,332,5038,40.01
ZYDUSWELL, EQ, 18-Sep-2019,1753.7,1745.05,1809.5,1745.05,1764.7,1764.2,1773.93,8210,145.64,1255,4420,53.84
